"year","month","pi","ts","time"
1542,10,0,1542.79,"1542-10-15 00:00:00"
1542,11,0,1542.88,"1542-11-15 00:00:00"
1542,12,1,1542.96,"1542-12-15 00:00:00"
1543,1,2,1543.04,"1543-1-15 00:00:00"
1543,2,1,1543.12,"1543-2-15 00:00:00"
1543,3,1,1543.21,"1543-3-15 00:00:00"
1543,4,0,1543.29,"1543-4-15 00:00:00"
1543,5,0,1543.38,"1543-5-15 00:00:00"
1543,6,0,1543.46,"1543-6-15 00:00:00"
1543,7,0,1543.54,"1543-7-15 00:00:00"
1543,8,2,1543.62,"1543-8-15 00:00:00"
1543,9,0,1543.71,"1543-9-15 00:00:00"
1543,10,-1,1543.79,"1543-10-15 00:00:00"
1543,11,-1,1543.88,"1543-11-15 00:00:00"
1543,12,1,1543.96,"1543-12-15 00:00:00"
1544,1,0,1544.04,"1544-1-15 00:00:00"
1544,2,0,1544.12,"1544-2-15 00:00:00"
1544,3,1,1544.21,"1544-3-15 00:00:00"
1544,4,0,1544.29,"1544-4-15 00:00:00"
1544,5,0,1544.38,"1544-5-15 00:00:00"
1544,6,1,1544.46,"1544-6-15 00:00:00"
1544,7,2,1544.54,"1544-7-15 00:00:00"
1544,8,1,1544.62,"1544-8-15 00:00:00"
1544,9,0,1544.71,"1544-9-15 00:00:00"
1544,10,0,1544.79,"1544-10-15 00:00:00"
1544,11,0,1544.88,"1544-11-15 00:00:00"
1544,12,0,1544.96,"1544-12-15 00:00:00"
1545,1,1,1545.04,"1545-1-15 00:00:00"
1545,2,1,1545.12,"1545-2-15 00:00:00"
1545,3,1,1545.21,"1545-3-15 00:00:00"
1545,4,0,1545.29,"1545-4-15 00:00:00"
1545,5,-1,1545.38,"1545-5-15 00:00:00"
1545,6,-2,1545.46,"1545-6-15 00:00:00"
1545,7,-1,1545.54,"1545-7-15 00:00:00"
1545,8,-1,1545.62,"1545-8-15 00:00:00"
1545,9,-1,1545.71,"1545-9-15 00:00:00"
1545,10,0,1545.79,"1545-10-15 00:00:00"
1545,11,0,1545.88,"1545-11-15 00:00:00"
1545,12,0,1545.96,"1545-12-15 00:00:00"
1546,1,-2,1546.04,"1546-1-15 00:00:00"
1546,2,-1,1546.12,"1546-2-15 00:00:00"
1546,3,0,1546.21,"1546-3-15 00:00:00"
1546,4,0,1546.29,"1546-4-15 00:00:00"
1546,5,1,1546.38,"1546-5-15 00:00:00"
1546,6,0,1546.46,"1546-6-15 00:00:00"
1546,7,-1,1546.54,"1546-7-15 00:00:00"
1546,8,-1,1546.62,"1546-8-15 00:00:00"
1546,9,0,1546.71,"1546-9-15 00:00:00"
1546,10,0,1546.79,"1546-10-15 00:00:00"
1546,11,0,1546.88,"1546-11-15 00:00:00"
1546,12,0,1546.96,"1546-12-15 00:00:00"
1547,1,0,1547.04,"1547-1-15 00:00:00"
1547,2,-1,1547.12,"1547-2-15 00:00:00"
1547,3,-1,1547.21,"1547-3-15 00:00:00"
1547,4,-1,1547.29,"1547-4-15 00:00:00"
1547,5,0,1547.38,"1547-5-15 00:00:00"
1547,6,0,1547.46,"1547-6-15 00:00:00"
1547,7,-2,1547.54,"1547-7-15 00:00:00"
1547,8,-2,1547.62,"1547-8-15 00:00:00"
1547,9,0,1547.71,"1547-9-15 00:00:00"
1547,10,0,1547.79,"1547-10-15 00:00:00"
1547,11,0,1547.88,"1547-11-15 00:00:00"
1547,12,0,1547.96,"1547-12-15 00:00:00"
1548,1,1,1548.04,"1548-1-15 00:00:00"
1548,2,-1,1548.12,"1548-2-15 00:00:00"
1548,3,0,1548.21,"1548-3-15 00:00:00"
1548,4,1,1548.29,"1548-4-15 00:00:00"
1548,5,1,1548.38,"1548-5-15 00:00:00"
1548,6,1,1548.46,"1548-6-15 00:00:00"
1548,7,1,1548.54,"1548-7-15 00:00:00"
1548,8,0,1548.62,"1548-8-15 00:00:00"
1548,9,0,1548.71,"1548-9-15 00:00:00"
1548,10,1,1548.79,"1548-10-15 00:00:00"
1548,11,2,1548.88,"1548-11-15 00:00:00"
1548,12,1,1548.96,"1548-12-15 00:00:00"
1549,1,0,1549.04,"1549-1-15 00:00:00"
1549,2,0,1549.12,"1549-2-15 00:00:00"
1549,3,0,1549.21,"1549-3-15 00:00:00"
1549,4,1,1549.29,"1549-4-15 00:00:00"
1549,5,0,1549.38,"1549-5-15 00:00:00"
1549,6,2,1549.46,"1549-6-15 00:00:00"
1549,7,-1,1549.54,"1549-7-15 00:00:00"
1549,8,0,1549.62,"1549-8-15 00:00:00"
1549,9,-1,1549.71,"1549-9-15 00:00:00"
1549,10,0,1549.79,"1549-10-15 00:00:00"
1549,11,2,1549.88,"1549-11-15 00:00:00"
1549,12,2,1549.96,"1549-12-15 00:00:00"
1550,1,0,1550.04,"1550-1-15 00:00:00"
1550,2,0,1550.12,"1550-2-15 00:00:00"
1550,3,0,1550.21,"1550-3-15 00:00:00"
1550,4,1,1550.29,"1550-4-15 00:00:00"
1550,5,1,1550.38,"1550-5-15 00:00:00"
1550,6,0,1550.46,"1550-6-15 00:00:00"
1550,7,1,1550.54,"1550-7-15 00:00:00"
1550,8,0,1550.62,"1550-8-15 00:00:00"
1550,9,0,1550.71,"1550-9-15 00:00:00"
1550,10,1,1550.79,"1550-10-15 00:00:00"
1550,11,1,1550.88,"1550-11-15 00:00:00"
1550,12,0,1550.96,"1550-12-15 00:00:00"
1551,1,2,1551.04,"1551-1-15 00:00:00"
1551,2,0,1551.12,"1551-2-15 00:00:00"
1551,3,1,1551.21,"1551-3-15 00:00:00"
1551,4,0,1551.29,"1551-4-15 00:00:00"
1551,5,2,1551.38,"1551-5-15 00:00:00"
1551,6,0,1551.46,"1551-6-15 00:00:00"
1551,7,0,1551.54,"1551-7-15 00:00:00"
1551,8,1,1551.62,"1551-8-15 00:00:00"
1551,9,0,1551.71,"1551-9-15 00:00:00"
1551,10,0,1551.79,"1551-10-15 00:00:00"
1551,11,1,1551.88,"1551-11-15 00:00:00"
1551,12,0,1551.96,"1551-12-15 00:00:00"
1552,1,2,1552.04,"1552-1-15 00:00:00"
1552,2,1,1552.12,"1552-2-15 00:00:00"
1552,3,0,1552.21,"1552-3-15 00:00:00"
1552,4,0,1552.29,"1552-4-15 00:00:00"
1552,5,0,1552.38,"1552-5-15 00:00:00"
1552,6,1,1552.46,"1552-6-15 00:00:00"
1552,7,3,1552.54,"1552-7-15 00:00:00"
1552,8,2,1552.62,"1552-8-15 00:00:00"
1552,9,0,1552.71,"1552-9-15 00:00:00"
1552,10,1,1552.79,"1552-10-15 00:00:00"
1552,11,1,1552.88,"1552-11-15 00:00:00"
1552,12,-1,1552.96,"1552-12-15 00:00:00"
1553,1,1,1553.04,"1553-1-15 00:00:00"
1553,2,0,1553.12,"1553-2-15 00:00:00"
1553,3,1,1553.21,"1553-3-15 00:00:00"
1553,4,1,1553.29,"1553-4-15 00:00:00"
1553,5,1,1553.38,"1553-5-15 00:00:00"
1553,6,0,1553.46,"1553-6-15 00:00:00"
1553,7,-1,1553.54,"1553-7-15 00:00:00"
1553,8,0,1553.62,"1553-8-15 00:00:00"
1553,9,-1,1553.71,"1553-9-15 00:00:00"
1553,10,0,1553.79,"1553-10-15 00:00:00"
1553,11,1,1553.88,"1553-11-15 00:00:00"
1553,12,1,1553.96,"1553-12-15 00:00:00"
1554,1,-1,1554.04,"1554-1-15 00:00:00"
1554,2,0,1554.12,"1554-2-15 00:00:00"
1554,3,-1,1554.21,"1554-3-15 00:00:00"
1554,4,-2,1554.29,"1554-4-15 00:00:00"
1554,5,-2,1554.38,"1554-5-15 00:00:00"
1554,6,-2,1554.46,"1554-6-15 00:00:00"
1554,7,0,1554.54,"1554-7-15 00:00:00"
1554,8,-2,1554.62,"1554-8-15 00:00:00"
1554,9,1,1554.71,"1554-9-15 00:00:00"
1554,10,1,1554.79,"1554-10-15 00:00:00"
1554,11,1,1554.88,"1554-11-15 00:00:00"
1554,12,0,1554.96,"1554-12-15 00:00:00"
1555,1,1,1555.04,"1555-1-15 00:00:00"
1555,2,-1,1555.12,"1555-2-15 00:00:00"
1555,3,0,1555.21,"1555-3-15 00:00:00"
1555,4,0,1555.29,"1555-4-15 00:00:00"
1555,5,0,1555.38,"1555-5-15 00:00:00"
1555,6,1,1555.46,"1555-6-15 00:00:00"
1555,7,1,1555.54,"1555-7-15 00:00:00"
1555,8,1,1555.62,"1555-8-15 00:00:00"
1555,9,-1,1555.71,"1555-9-15 00:00:00"
1555,10,2,1555.79,"1555-10-15 00:00:00"
1555,11,2,1555.88,"1555-11-15 00:00:00"
1555,12,1,1555.96,"1555-12-15 00:00:00"
1556,1,1,1556.04,"1556-1-15 00:00:00"
1556,2,1,1556.12,"1556-2-15 00:00:00"
1556,3,0,1556.21,"1556-3-15 00:00:00"
1556,4,-2,1556.29,"1556-4-15 00:00:00"
1556,5,-1,1556.38,"1556-5-15 00:00:00"
1556,6,-2,1556.46,"1556-6-15 00:00:00"
1556,7,-2,1556.54,"1556-7-15 00:00:00"
1556,8,-3,1556.62,"1556-8-15 00:00:00"
1556,9,0,1556.71,"1556-9-15 00:00:00"
1556,10,0,1556.79,"1556-10-15 00:00:00"
1556,11,0,1556.88,"1556-11-15 00:00:00"
1556,12,1,1556.96,"1556-12-15 00:00:00"
1557,1,0,1557.04,"1557-1-15 00:00:00"
1557,2,0,1557.12,"1557-2-15 00:00:00"
1557,3,0,1557.21,"1557-3-15 00:00:00"
1557,4,0,1557.29,"1557-4-15 00:00:00"
1557,5,1,1557.38,"1557-5-15 00:00:00"
1557,6,0,1557.46,"1557-6-15 00:00:00"
1557,7,-1,1557.54,"1557-7-15 00:00:00"
1557,8,0,1557.62,"1557-8-15 00:00:00"
1557,9,1,1557.71,"1557-9-15 00:00:00"
1557,10,1,1557.79,"1557-10-15 00:00:00"
1557,11,0,1557.88,"1557-11-15 00:00:00"
1557,12,0,1557.96,"1557-12-15 00:00:00"
1558,1,2,1558.04,"1558-1-15 00:00:00"
1558,2,1,1558.12,"1558-2-15 00:00:00"
1558,3,-1,1558.21,"1558-3-15 00:00:00"
1558,4,-1,1558.29,"1558-4-15 00:00:00"
1558,5,2,1558.38,"1558-5-15 00:00:00"
1558,6,1,1558.46,"1558-6-15 00:00:00"
1558,7,-2,1558.54,"1558-7-15 00:00:00"
1558,8,-1,1558.62,"1558-8-15 00:00:00"
1558,9,-1,1558.71,"1558-9-15 00:00:00"
1558,10,0,1558.79,"1558-10-15 00:00:00"
1558,11,0,1558.88,"1558-11-15 00:00:00"
1558,12,1,1558.96,"1558-12-15 00:00:00"
1559,1,0,1559.04,"1559-1-15 00:00:00"
1559,2,0,1559.12,"1559-2-15 00:00:00"
1559,3,0,1559.21,"1559-3-15 00:00:00"
1559,4,-1,1559.29,"1559-4-15 00:00:00"
1559,5,-2,1559.38,"1559-5-15 00:00:00"
1559,6,-1,1559.46,"1559-6-15 00:00:00"
1559,7,-1,1559.54,"1559-7-15 00:00:00"
1559,8,-2,1559.62,"1559-8-15 00:00:00"
1559,9,0,1559.71,"1559-9-15 00:00:00"
1559,10,0,1559.79,"1559-10-15 00:00:00"
1559,11,1,1559.88,"1559-11-15 00:00:00"
1559,12,0,1559.96,"1559-12-15 00:00:00"
1560,1,0,1560.04,"1560-1-15 00:00:00"
1560,2,-1,1560.12,"1560-2-15 00:00:00"
1560,3,-1,1560.21,"1560-3-15 00:00:00"
1560,4,0,1560.29,"1560-4-15 00:00:00"
1560,5,1,1560.38,"1560-5-15 00:00:00"
1560,6,1,1560.46,"1560-6-15 00:00:00"
1560,7,2,1560.54,"1560-7-15 00:00:00"
1560,8,0,1560.62,"1560-8-15 00:00:00"
1560,9,0,1560.71,"1560-9-15 00:00:00"
1560,10,-1,1560.79,"1560-10-15 00:00:00"
1560,11,2,1560.88,"1560-11-15 00:00:00"
1560,12,-1,1560.96,"1560-12-15 00:00:00"
1561,1,1,1561.04,"1561-1-15 00:00:00"
1561,2,1,1561.12,"1561-2-15 00:00:00"
1561,3,-2,1561.21,"1561-3-15 00:00:00"
1561,4,1,1561.29,"1561-4-15 00:00:00"
1561,5,0,1561.38,"1561-5-15 00:00:00"
1561,6,-1,1561.46,"1561-6-15 00:00:00"
1561,7,-3,1561.54,"1561-7-15 00:00:00"
1561,8,-3,1561.62,"1561-8-15 00:00:00"
1561,9,1,1561.71,"1561-9-15 00:00:00"
1561,10,1,1561.79,"1561-10-15 00:00:00"
1561,11,-2,1561.88,"1561-11-15 00:00:00"
1561,12,-2,1561.96,"1561-12-15 00:00:00"
1562,1,1,1562.04,"1562-1-15 00:00:00"
1562,2,0,1562.12,"1562-2-15 00:00:00"
1562,3,1,1562.21,"1562-3-15 00:00:00"
1562,4,1,1562.29,"1562-4-15 00:00:00"
1562,5,1,1562.38,"1562-5-15 00:00:00"
1562,6,0,1562.46,"1562-6-15 00:00:00"
1562,7,0,1562.54,"1562-7-15 00:00:00"
1562,8,1,1562.62,"1562-8-15 00:00:00"
1562,9,0,1562.71,"1562-9-15 00:00:00"
1562,10,1,1562.79,"1562-10-15 00:00:00"
1562,11,-1,1562.88,"1562-11-15 00:00:00"
1562,12,-1,1562.96,"1562-12-15 00:00:00"
1563,1,1,1563.04,"1563-1-15 00:00:00"
1563,2,1,1563.12,"1563-2-15 00:00:00"
1563,3,0,1563.21,"1563-3-15 00:00:00"
1563,4,-1,1563.29,"1563-4-15 00:00:00"
1563,5,-1,1563.38,"1563-5-15 00:00:00"
1563,6,2,1563.46,"1563-6-15 00:00:00"
1563,7,2,1563.54,"1563-7-15 00:00:00"
1563,8,1,1563.62,"1563-8-15 00:00:00"
1563,9,0,1563.71,"1563-9-15 00:00:00"
1563,10,1,1563.79,"1563-10-15 00:00:00"
1563,11,1,1563.88,"1563-11-15 00:00:00"
1563,12,1,1563.96,"1563-12-15 00:00:00"
1564,1,1,1564.04,"1564-1-15 00:00:00"
1564,2,0,1564.12,"1564-2-15 00:00:00"
1564,3,0,1564.21,"1564-3-15 00:00:00"
1564,4,1,1564.29,"1564-4-15 00:00:00"
1564,5,2,1564.38,"1564-5-15 00:00:00"
1564,6,-2,1564.46,"1564-6-15 00:00:00"
1564,7,-1,1564.54,"1564-7-15 00:00:00"
1564,8,2,1564.62,"1564-8-15 00:00:00"
1564,9,-1,1564.71,"1564-9-15 00:00:00"
1564,10,1,1564.79,"1564-10-15 00:00:00"
1564,11,0,1564.88,"1564-11-15 00:00:00"
1564,12,1,1564.96,"1564-12-15 00:00:00"
1565,1,-1,1565.04,"1565-1-15 00:00:00"
1565,2,1,1565.12,"1565-2-15 00:00:00"
1565,3,2,1565.21,"1565-3-15 00:00:00"
1565,4,0,1565.29,"1565-4-15 00:00:00"
1565,5,1,1565.38,"1565-5-15 00:00:00"
1565,6,0,1565.46,"1565-6-15 00:00:00"
1565,7,0,1565.54,"1565-7-15 00:00:00"
1565,8,-2,1565.62,"1565-8-15 00:00:00"
1565,9,0,1565.71,"1565-9-15 00:00:00"
1565,10,1,1565.79,"1565-10-15 00:00:00"
1565,11,0,1565.88,"1565-11-15 00:00:00"
1565,12,1,1565.96,"1565-12-15 00:00:00"
1566,1,0,1566.04,"1566-1-15 00:00:00"
1566,2,2,1566.12,"1566-2-15 00:00:00"
1566,3,0,1566.21,"1566-3-15 00:00:00"
1566,4,-1,1566.29,"1566-4-15 00:00:00"
1566,5,-1,1566.38,"1566-5-15 00:00:00"
1566,6,-2,1566.46,"1566-6-15 00:00:00"
1566,7,-2,1566.54,"1566-7-15 00:00:00"
1566,8,0,1566.62,"1566-8-15 00:00:00"
1566,9,-1,1566.71,"1566-9-15 00:00:00"
1566,10,-1,1566.79,"1566-10-15 00:00:00"
1566,11,0,1566.88,"1566-11-15 00:00:00"
1566,12,0,1566.96,"1566-12-15 00:00:00"
1567,1,0,1567.04,"1567-1-15 00:00:00"
1567,2,0,1567.12,"1567-2-15 00:00:00"
1567,3,-1,1567.21,"1567-3-15 00:00:00"
1567,4,-1,1567.29,"1567-4-15 00:00:00"
1567,5,-2,1567.38,"1567-5-15 00:00:00"
1567,6,-3,1567.46,"1567-6-15 00:00:00"
1567,7,-1,1567.54,"1567-7-15 00:00:00"
1567,8,0,1567.62,"1567-8-15 00:00:00"
1567,9,-1,1567.71,"1567-9-15 00:00:00"
1567,10,0,1567.79,"1567-10-15 00:00:00"
1567,11,0,1567.88,"1567-11-15 00:00:00"
1567,12,0,1567.96,"1567-12-15 00:00:00"
1568,1,0,1568.04,"1568-1-15 00:00:00"
1568,2,0,1568.12,"1568-2-15 00:00:00"
1568,3,1,1568.21,"1568-3-15 00:00:00"
1568,4,1,1568.29,"1568-4-15 00:00:00"
1568,5,-2,1568.38,"1568-5-15 00:00:00"
1568,6,-1,1568.46,"1568-6-15 00:00:00"
1568,7,2,1568.54,"1568-7-15 00:00:00"
1568,8,2,1568.62,"1568-8-15 00:00:00"
1568,9,0,1568.71,"1568-9-15 00:00:00"
1568,10,1,1568.79,"1568-10-15 00:00:00"
1568,11,-1,1568.88,"1568-11-15 00:00:00"
1568,12,-1,1568.96,"1568-12-15 00:00:00"
1569,1,2,1569.04,"1569-1-15 00:00:00"
1569,2,1,1569.12,"1569-2-15 00:00:00"
1569,3,1,1569.21,"1569-3-15 00:00:00"
1569,4,0,1569.29,"1569-4-15 00:00:00"
1569,5,-1,1569.38,"1569-5-15 00:00:00"
1569,6,1,1569.46,"1569-6-15 00:00:00"
1569,7,2,1569.54,"1569-7-15 00:00:00"
1569,8,2,1569.62,"1569-8-15 00:00:00"
1569,9,0,1569.71,"1569-9-15 00:00:00"
1569,10,1,1569.79,"1569-10-15 00:00:00"
1569,11,1,1569.88,"1569-11-15 00:00:00"
1569,12,1,1569.96,"1569-12-15 00:00:00"
1570,1,0,1570.04,"1570-1-15 00:00:00"
1570,2,1,1570.12,"1570-2-15 00:00:00"
1570,3,1,1570.21,"1570-3-15 00:00:00"
1570,4,1,1570.29,"1570-4-15 00:00:00"
1570,5,2,1570.38,"1570-5-15 00:00:00"
1570,6,-2,1570.46,"1570-6-15 00:00:00"
1570,7,-1,1570.54,"1570-7-15 00:00:00"
1570,8,2,1570.62,"1570-8-15 00:00:00"
1570,9,0,1570.71,"1570-9-15 00:00:00"
1570,10,2,1570.79,"1570-10-15 00:00:00"
1570,11,2,1570.88,"1570-11-15 00:00:00"
1570,12,1,1570.96,"1570-12-15 00:00:00"
1571,1,1,1571.04,"1571-1-15 00:00:00"
1571,2,1,1571.12,"1571-2-15 00:00:00"
1571,3,-2,1571.21,"1571-3-15 00:00:00"
1571,4,-1,1571.29,"1571-4-15 00:00:00"
1571,5,0,1571.38,"1571-5-15 00:00:00"
1571,6,0,1571.46,"1571-6-15 00:00:00"
1571,7,1,1571.54,"1571-7-15 00:00:00"
1571,8,1,1571.62,"1571-8-15 00:00:00"
1571,9,0,1571.71,"1571-9-15 00:00:00"
1571,10,0,1571.79,"1571-10-15 00:00:00"
1571,11,1,1571.88,"1571-11-15 00:00:00"
1571,12,0,1571.96,"1571-12-15 00:00:00"
1572,1,1,1572.04,"1572-1-15 00:00:00"
1572,2,1,1572.12,"1572-2-15 00:00:00"
1572,3,-1,1572.21,"1572-3-15 00:00:00"
1572,4,-1,1572.29,"1572-4-15 00:00:00"
1572,5,-1,1572.38,"1572-5-15 00:00:00"
1572,6,1,1572.46,"1572-6-15 00:00:00"
1572,7,0,1572.54,"1572-7-15 00:00:00"
1572,8,0,1572.62,"1572-8-15 00:00:00"
1572,9,1,1572.71,"1572-9-15 00:00:00"
1572,10,0,1572.79,"1572-10-15 00:00:00"
1572,11,1,1572.88,"1572-11-15 00:00:00"
1572,12,0,1572.96,"1572-12-15 00:00:00"
1573,1,2,1573.04,"1573-1-15 00:00:00"
1573,2,1,1573.12,"1573-2-15 00:00:00"
1573,3,0,1573.21,"1573-3-15 00:00:00"
1573,4,0,1573.29,"1573-4-15 00:00:00"
1573,5,1,1573.38,"1573-5-15 00:00:00"
1573,6,1,1573.46,"1573-6-15 00:00:00"
1573,7,1,1573.54,"1573-7-15 00:00:00"
1573,8,2,1573.62,"1573-8-15 00:00:00"
1573,9,1,1573.71,"1573-9-15 00:00:00"
1573,10,1,1573.79,"1573-10-15 00:00:00"
1573,11,0,1573.88,"1573-11-15 00:00:00"
1573,12,1,1573.96,"1573-12-15 00:00:00"
1574,1,0,1574.04,"1574-1-15 00:00:00"
1574,2,0,1574.12,"1574-2-15 00:00:00"
1574,3,0,1574.21,"1574-3-15 00:00:00"
1574,4,0,1574.29,"1574-4-15 00:00:00"
1574,5,0,1574.38,"1574-5-15 00:00:00"
1574,6,0,1574.46,"1574-6-15 00:00:00"
1574,7,-1,1574.54,"1574-7-15 00:00:00"
1574,8,-2,1574.62,"1574-8-15 00:00:00"
1574,9,0,1574.71,"1574-9-15 00:00:00"
1574,10,-1,1574.79,"1574-10-15 00:00:00"
1574,11,-1,1574.88,"1574-11-15 00:00:00"
1574,12,0,1574.96,"1574-12-15 00:00:00"
1575,1,0,1575.04,"1575-1-15 00:00:00"
1575,2,0,1575.12,"1575-2-15 00:00:00"
1575,3,0,1575.21,"1575-3-15 00:00:00"
1575,4,0,1575.29,"1575-4-15 00:00:00"
1575,5,1,1575.38,"1575-5-15 00:00:00"
1575,6,1,1575.46,"1575-6-15 00:00:00"
1575,7,-2,1575.54,"1575-7-15 00:00:00"
1575,8,-2,1575.62,"1575-8-15 00:00:00"
1575,9,-1,1575.71,"1575-9-15 00:00:00"
1575,10,-1,1575.79,"1575-10-15 00:00:00"
1575,11,-1,1575.88,"1575-11-15 00:00:00"
1575,12,-1,1575.96,"1575-12-15 00:00:00"
1576,1,1,1576.04,"1576-1-15 00:00:00"
1576,2,0,1576.12,"1576-2-15 00:00:00"
1576,3,0,1576.21,"1576-3-15 00:00:00"
1576,4,0,1576.29,"1576-4-15 00:00:00"
1576,5,0,1576.38,"1576-5-15 00:00:00"
1576,6,2,1576.46,"1576-6-15 00:00:00"
1576,7,1,1576.54,"1576-7-15 00:00:00"
1576,8,2,1576.62,"1576-8-15 00:00:00"
1576,9,0,1576.71,"1576-9-15 00:00:00"
1576,10,0,1576.79,"1576-10-15 00:00:00"
1576,11,0,1576.88,"1576-11-15 00:00:00"
1576,12,0,1576.96,"1576-12-15 00:00:00"
1577,1,2,1577.04,"1577-1-15 00:00:00"
1577,2,2,1577.12,"1577-2-15 00:00:00"
1577,3,2,1577.21,"1577-3-15 00:00:00"
1577,4,1,1577.29,"1577-4-15 00:00:00"
1577,5,1,1577.38,"1577-5-15 00:00:00"
1577,6,0,1577.46,"1577-6-15 00:00:00"
1577,7,0,1577.54,"1577-7-15 00:00:00"
1577,8,0,1577.62,"1577-8-15 00:00:00"
1577,9,0,1577.71,"1577-9-15 00:00:00"
1577,10,0,1577.79,"1577-10-15 00:00:00"
1577,11,0,1577.88,"1577-11-15 00:00:00"
1577,12,0,1577.96,"1577-12-15 00:00:00"
1578,1,0,1578.04,"1578-1-15 00:00:00"
1578,2,0,1578.12,"1578-2-15 00:00:00"
1578,3,0,1578.21,"1578-3-15 00:00:00"
1578,4,2,1578.29,"1578-4-15 00:00:00"
1578,5,1,1578.38,"1578-5-15 00:00:00"
1578,6,1,1578.46,"1578-6-15 00:00:00"
1578,7,-1,1578.54,"1578-7-15 00:00:00"
1578,8,0,1578.62,"1578-8-15 00:00:00"
1578,9,0,1578.71,"1578-9-15 00:00:00"
1578,10,-1,1578.79,"1578-10-15 00:00:00"
1578,11,0,1578.88,"1578-11-15 00:00:00"
1578,12,0,1578.96,"1578-12-15 00:00:00"
1579,1,1,1579.04,"1579-1-15 00:00:00"
1579,2,1,1579.12,"1579-2-15 00:00:00"
1579,3,0,1579.21,"1579-3-15 00:00:00"
1579,4,2,1579.29,"1579-4-15 00:00:00"
1579,5,1,1579.38,"1579-5-15 00:00:00"
1579,6,3,1579.46,"1579-6-15 00:00:00"
1579,7,3,1579.54,"1579-7-15 00:00:00"
1579,8,0,1579.62,"1579-8-15 00:00:00"
1579,9,1,1579.71,"1579-9-15 00:00:00"
1579,10,1,1579.79,"1579-10-15 00:00:00"
1579,11,1,1579.88,"1579-11-15 00:00:00"
1579,12,0,1579.96,"1579-12-15 00:00:00"
1580,1,-1,1580.04,"1580-1-15 00:00:00"
1580,2,0,1580.12,"1580-2-15 00:00:00"
1580,3,0,1580.21,"1580-3-15 00:00:00"
1580,4,-1,1580.29,"1580-4-15 00:00:00"
1580,5,-1,1580.38,"1580-5-15 00:00:00"
1580,6,2,1580.46,"1580-6-15 00:00:00"
1580,7,2,1580.54,"1580-7-15 00:00:00"
1580,8,1,1580.62,"1580-8-15 00:00:00"
1580,9,0,1580.71,"1580-9-15 00:00:00"
1580,10,-2,1580.79,"1580-10-15 00:00:00"
1580,11,-3,1580.88,"1580-11-15 00:00:00"
1580,12,3,1580.96,"1580-12-15 00:00:00"
1581,1,-1,1581.04,"1581-1-15 00:00:00"
1581,2,1,1581.12,"1581-2-15 00:00:00"
1581,3,2,1581.21,"1581-3-15 00:00:00"
1581,4,0,1581.29,"1581-4-15 00:00:00"
1581,5,0,1581.38,"1581-5-15 00:00:00"
1581,6,1,1581.46,"1581-6-15 00:00:00"
1581,7,1,1581.54,"1581-7-15 00:00:00"
1581,8,2,1581.62,"1581-8-15 00:00:00"
1581,9,-1,1581.71,"1581-9-15 00:00:00"
1581,10,0,1581.79,"1581-10-15 00:00:00"
1581,11,0,1581.88,"1581-11-15 00:00:00"
1581,12,1,1581.96,"1581-12-15 00:00:00"
1582,1,3,1582.04,"1582-1-15 00:00:00"
1582,2,1,1582.12,"1582-2-15 00:00:00"
1582,3,2,1582.21,"1582-3-15 00:00:00"
1582,4,-2,1582.29,"1582-4-15 00:00:00"
1582,5,3,1582.38,"1582-5-15 00:00:00"
1582,6,1,1582.46,"1582-6-15 00:00:00"
1582,7,2,1582.54,"1582-7-15 00:00:00"
1582,8,1,1582.62,"1582-8-15 00:00:00"
1582,9,2,1582.71,"1582-9-15 00:00:00"
1582,10,1,1582.79,"1582-10-15 00:00:00"
1582,11,3,1582.88,"1582-11-15 00:00:00"
1582,12,-1,1582.96,"1582-12-15 00:00:00"
1583,1,0,1583.04,"1583-1-15 00:00:00"
1583,2,0,1583.12,"1583-2-15 00:00:00"
1583,3,-1,1583.21,"1583-3-15 00:00:00"
1583,4,-1,1583.29,"1583-4-15 00:00:00"
1583,5,-1,1583.38,"1583-5-15 00:00:00"
1583,6,-2,1583.46,"1583-6-15 00:00:00"
1583,7,-1,1583.54,"1583-7-15 00:00:00"
1583,8,0,1583.62,"1583-8-15 00:00:00"
1583,9,0,1583.71,"1583-9-15 00:00:00"
1583,10,0,1583.79,"1583-10-15 00:00:00"
1583,11,1,1583.88,"1583-11-15 00:00:00"
1583,12,0,1583.96,"1583-12-15 00:00:00"
1584,1,2,1584.04,"1584-1-15 00:00:00"
1584,2,0,1584.12,"1584-2-15 00:00:00"
1584,3,1,1584.21,"1584-3-15 00:00:00"
1584,4,-1,1584.29,"1584-4-15 00:00:00"
1584,5,2,1584.38,"1584-5-15 00:00:00"
1584,6,-1,1584.46,"1584-6-15 00:00:00"
1584,7,-1,1584.54,"1584-7-15 00:00:00"
1584,8,1,1584.62,"1584-8-15 00:00:00"
1584,9,-1,1584.71,"1584-9-15 00:00:00"
1584,10,0,1584.79,"1584-10-15 00:00:00"
1584,11,0,1584.88,"1584-11-15 00:00:00"
1584,12,-1,1584.96,"1584-12-15 00:00:00"
1585,1,0,1585.04,"1585-1-15 00:00:00"
1585,2,1,1585.12,"1585-2-15 00:00:00"
1585,3,0,1585.21,"1585-3-15 00:00:00"
1585,4,1,1585.29,"1585-4-15 00:00:00"
1585,5,1,1585.38,"1585-5-15 00:00:00"
1585,6,1,1585.46,"1585-6-15 00:00:00"
